Agemos,Male_L,Male_M,Male_S,Female_L,Female_M,Female_S
193,-0.809219739,61.26598462,0.172117389,-1.661451064,54.00543502,0.167776859
193.5,-0.816446409,61.43660077,0.171775726,-1.67165392,54.06543278,0.167429179
194,-0.823778354,61.60358725,0.171443356,-1.681517252,54.12350882,0.167094498
194.5,-0.831110299,61.77057372,0.171110986,-1.691380583,54.18158486,0.166759816
195,-0.838512399,61.93388386,0.170788371,-1.70087257,54.23784921,0.166438802
195.5,-0.845914498,62.09719399,0.170465756,-1.710364557,54.29411356,0.166117788
196,-0.853350506,62.25679014,0.170153313,-1.719453882,54.34867894,0.165811077
196.5,-0.860786514,62.41638628,0.169840869,-1.728543207,54.40324431,0.165504365
197,-0.868219348,62.57223995,0.169538966,-1.737199241,54.45622574,0.165212556
197.5,-0.875652181,62.72809362,0.169237063,-1.745855274,54.50920717,0.164920747
198,-0.883044232,62.88018559,0.168946017,-1.754048261,54.5607216,0.164644401
198.5,-0.890436283,63.03227756,0.168654971,-1.762241248,54.61223603,0.164368054
199,-0.897749734,63.18059799,0.168375048,-1.769942498,54.66240195,0.164107687
199.5,-0.905063185,63.32891841,0.168095124,-1.777643747,54.71256787,0.16384732
200,-0.912260338,63.47346689,0.167826532,-1.784825819,54.76150486,0.163603406
200.5,-0.91945749,63.61801537,0.16755794,-1.792007891,54.81044184,0.163359491
201,-0.926501087,63.758801,0.167300831,-1.798644783,54.85827013,0.163132453
201.5,-0.933544683,63.89958662,0.167043722,-1.805281675,54.90609842,0.162905415
202,-0.940398224,64.03662803,0.166798188,-1.811349005,54.95293844,0.162695627
202.5,-0.947251765,64.17366943,0.166552654,-1.817416335,54.99977846,0.162485839
203,-0.95387981,64.3069948,0.166318726,-1.822891521,55.04575032,0.162293621
203.5,-0.960507855,64.44032016,0.166084798,-1.828366707,55.09172217,0.162101402
204,-0.966876309,64.56996722,0.165862444,-1.833229142,55.13694514,0.161927018
204.5,-0.973244762,64.69961427,0.16564009,-1.838091576,55.18216811,0.161752634
205,-0.979321132,64.82563026,0.165429216,-1.842322796,55.22676006,0.161596289
205.5,-0.985397502,64.95164625,0.165218341,-1.846554015,55.271352,0.161439944
206,-0.991151132,65.07408788,0.165018789,-1.85013786,55.31542879,0.161301784
206.5,-0.996904762,65.1965295,0.164819236,-1.853721704,55.35950558,0.161163623
207,-1.002305159,65.31546568,0.164630808,-1.856644473,55.40318045,0.161043728
207.5,-1.007705555,65.43440186,0.16444238,-1.859567242,55.44685531,0.160923833
208,-1.012730801,65.54990101,0.164264742,-1.861817843,55.49023819,0.160822221
208.5,-1.017756047,65.66540015,0.164087103,-1.864068443,55.53362107,0.160720609
209,-1.02237938,65.77755066,0.163919947,-1.865638527,55.57681786,0.16063723
209.5,-1.027002713,65.88970117,0.163752791,-1.86720861,55.62001464,0.16055385
210,-1.031202478,65.99859616,0.163595726,-1.868092705,55.66312645,0.160488585
210.5,-1.035402243,66.10749114,0.163438661,-1.8689768,55.70623826,0.160423319
211,-1.0391593,66.21323213,0.163291243,-1.869173979,55.74935883,0.160375949
211.5,-1.042916356,66.31897311,0.163143825,-1.869371157,55.79247939,0.160328578
212,-1.046214114,66.42166965,0.163005568,-1.868878828,55.83570148,0.160298905
212.5,-1.049511871,66.52436618,0.162867311,-1.868386498,55.87892356,0.160269232
213,-1.052336302,66.62413531,0.162737692,-1.867210211,55.92232689,0.160256891
213.5,-1.055160732,66.72390443,0.162608072,-1.866033924,55.96573022,0.160244549
214,-1.057500376,66.82087003,0.162486539,-1.86418085,56.00938812,0.160249132
214.5,-1.059840019,66.91783563,0.162365006,-1.862327775,56.05304601,0.160253714
215,-1.061685996,67.0121276,0.16225099,-1.859808485,56.09702242,0.16027474
215.5,-1.063531973,67.10641956,0.162136973,-1.857289195,56.14099882,0.160295765
216,-1.064878006,67.1981728,0.162029896,-1.854117741,56.18534723,0.160332678
216.5,-1.066224038,67.28992603,0.161922819,-1.850946286,56.22969564,0.16036959
217,-1.067066473,67.37927929,0.161822109,-1.847140268,56.27445797,0.16042176
217.5,-1.067908908,67.46863255,0.161721398,-1.84333425,56.3192203,0.16047393
218,-1.068249397,67.55572317,0.161626464,-1.838914878,56.36442568,0.160540654
218.5,-1.068589885,67.64281378,0.16153153,-1.834495505,56.40963105,0.160607377
219,-1.068425516,67.72779064,0.161441922,-1.829487645,56.45529458,0.160687879
219.5,-1.068261146,67.8127675,0.161352313,-1.824479785,56.50095811,0.16076838
220,-1.067597451,67.89577041,0.161267549,-1.818912004,56.54707959,0.160861815
220.5,-1.066933756,67.97877331,0.161182785,-1.813344222,56.59320107,0.160955249
221,-1.065777366,68.05994177,0.161102485,-1.807248813,56.63976363,0.161060703
221.5,-1.064620976,68.14111022,0.161022184,-1.801153404,56.68632619,0.161166157
222,-1.062981366,68.22057882,0.160946064,-1.794566406,56.73329492,0.161282654
222.5,-1.061341755,68.30004741,0.160869943,-1.787979408,56.78026364,0.161399151
223,-1.059229356,68.37794641,0.160797868,-1.780940612,56.82758415,0.161525655
223.5,-1.057116957,68.4558454,0.160725793,-1.773901816,56.87490465,0.161652158
224,-1.054552968,68.53228357,0.160657684,-1.76645476,56.92250161,0.161787578
224.5,-1.051988979,68.60872174,0.160589574,-1.759007704,56.97009856,0.161922998
225,-1.048989655,68.68380719,0.160525637,-1.751199655,57.01787423,0.162066199
225.5,-1.04599033,68.75889263,0.1604617,-1.743391606,57.06564989,0.162209399
226,-1.042579289,68.83271146,0.160402312,-1.735273533,57.11348259,0.162359203
226.5,-1.039168248,68.90653028,0.160342924,-1.72715546,57.16131528,0.162509006
227,-1.035373911,68.97914728,0.160288701,-1.718783097,57.20905675,0.16266418
227.5,-1.031579574,69.05176427,0.160234478,-1.710410733,57.25679821,0.162819353
228,-1.02743576,69.12321858,0.160186318,-1.701838913,57.30427807,0.162978739
228.5,-1.023291946,69.19467288,0.160138158,-1.693267093,57.35175792,0.163138124
229,-1.018838532,69.26497332,0.160097276,-1.684560757,57.39876982,0.16330042
229.5,-1.014385118,69.33527376,0.160056393,-1.67585442,57.44578172,0.163462715
230,-1.009668742,69.40439375,0.160024369,-1.667078634,57.49209301,0.163626699
230.5,-1.004952366,69.47351373,0.159992344,-1.658302847,57.53840429,0.163790683
231,-1.000027145,69.54138578,0.159971167,-1.649525156,57.58375262,0.163955129
231.5,-0.995101924,69.60925782,0.159949989,-1.640747464,57.62910094,0.164119574
232,-0.990030116,69.6757677,0.15994211,-1.632040178,57.67318837,0.164283286
232.5,-0.984958307,69.74227758,0.159934231,-1.623332891,57.7172758,0.164446997
233,-0.979810816,69.80725822,0.159942618,-1.614771133,57.75977067,0.164608818
233.5,-0.974663325,69.87223885,0.159951004,-1.606209374,57.80226553,0.164770638
234,-0.96951994,69.93546391,0.159979199,-1.59787136,57.84280028,0.164929464
234.5,-0.964376555,69.99868896,0.160007394,-1.589533346,57.88333502,0.165088289
235,-0.95932575,70.05986639,0.160059582,-1.581500284,57.9215048,0.165243085
235.5,-0.954274945,70.12104381,0.160111769,-1.573467222,57.95967458,0.165397881
236,-0.949413066,70.17980932,0.160192844,-1.565823194,57.99503594,0.165547694
236.5,-0.944551187,70.23857482,0.160273918,-1.558179166,58.0303973,0.165697507
237,-0.939980807,70.29448554,0.160389561,-1.551012679,58.0624647,0.165841447
237.5,-0.935410427,70.35039626,0.160505203,-1.543846192,58.09453209,0.165985386
238,-0.931235106,70.40292866,0.160661996,-1.537244327,58.12278392,0.166122748
238.5,-0.927059784,70.45546105,0.160818788,-1.530642461,58.15103575,0.166260109
239,-0.923389123,70.50399116,0.161024203,-1.524698237,58.17490358,0.16639024
239.5,-0.919718461,70.55252127,0.161229617,-1.518754013,58.1987714,0.16652037
240,-0.91648762,70.59761453,0.161476792,-1.51336185,58.21897289,0.166644749
